product_id,1st_peer_id,1st_similarity,2nd_peer_id,2nd_similarity,3rd_peer_id,3rd_similarity,4th_peer_id,4th_similarity,5th_peer_id,5th_similarity
107,399,0.9382549876281823,64,0.9299504501232759,367,0.9281061669151952,362,0.9279234513531687,52,0.9278031590656612
108,695,0.8766685970777603,549,0.8759880133698353,33,0.8751033565057481,233,0.8740051407349202,255,0.8678657169412248
109,736,0.8347883721869591,776,0.8326077426997719,374,0.826996619298953,549,0.8222786187934066,33,0.8221908022383556
110,614,0.4814996276122112,506,0.4802492716791408,535,0.47982443417611254,6,0.4783762097112495,239,0.4703962660320243
111,228,0.5877033375470656,308,0.5877033375470656,366,0.5871044387161489,78,0.5863270599569816,623,0.5853139226055517
112,190,0.3185708892502588,217,0.31622776601683794,666,0.2893456933022473,331,0.26923959560093946,652,0.26923959560093946
113,583,0.5217241390121837,548,0.4949015419574726,369,0.48859504524651276,254,0.47470807754573924,355,0.4720227162684777
114,354,0.7801018027936419,58,0.777656494152741,52,0.7759847277462494,367,0.7757433552510071,362,0.775602691486214
115,616,0.7231873672885467,105,0.7220791402083985,417,0.7220791402083985,832,0.7203114336337653,9,0.7200324492528846
116,646,0.31622776601683794,726,0.22941573387056174,786,0.20851441405707477,238,0.15811388300841897,666,0.15249857033260467
117,240,1.0,108,0.830655131387301,839,0.8204987306937368,62,0.8198796522917364,9,0.8193720872955604
118,448,0.5656302366390136,486,0.5656302366390136,811,0.5643874313285138,353,0.5492908142181453,449,0.5237785915288898
119,184,1.0000000000000002,200,1.0000000000000002,256,0.9990885973864456,283,0.9990885973864456,315,0.9990885973864456
120,350,0.8061440671627725,614,0.8019819055914188,506,0.8007656736063035,6,0.7998290601177123,391,0.7963247602048037
121,290,0.5303300858899106,253,0.329252303934259,577,0.30151134457776363,291,0.29672121302810417,277,0.2923626685781175
122,141,0.9450877953158773,611,0.94500128199413,612,0.944960798800047,144,0.9307275732937753,537,0.930559977081999
123,497,0.6942030783425082,644,0.6942030783425082,222,0.6941609346596543,807,0.6876868207860801,706,0.6777591626865151
124,205,0.8693784820265892,534,0.866317554964437,137,0.8527100240381544,50,0.8459584180401102,394,0.83819731257552
125,611,0.9049387545218479,612,0.90489668189391,364,0.899129329081214,205,0.8990742506825588,50,0.8988777775976328
126,838,0.5879774725598351,787,0.5831931625295738,393,0.5804702046593715,616,0.5800679157493661,71,0.5775028295023585
127,535,0.8987176224456453,374,0.8970935522517287,612,0.8961849126181343,611,0.8961356321516905,239,0.8955847484050388
128,130,1.0,61,0.754757270371879,5,0.7413267898797756,509,0.7320361870393761,68,0.723905242662511
129,67,0.4625556625172008,339,0.45509970570444613,58,0.4412564546324114,70,0.43837159467442116,368,0.4350270474021622
130,130,1.0,61,0.754757270371879,5,0.7413267898797756,509,0.7320361870393761,68,0.723905242662511
131,621,0.46424867777173945,166,0.4534133933975277,402,0.4533805807279324,66,0.4525685731719195,508,0.44508066485045894
132,309,0.9999743525092128,465,0.998840912491673,500,0.8805785277245181,337,0.8800269507074556,71,0.8735682617124328
133,835,0.866641256299831,153,0.8589709535238866,516,0.8543142498127888,575,0.8541079728838947,406,0.8488497442054641
134,543,0.9998984908509608,842,0.9868777169740762,613,0.9861159763267685,21,0.9593936436426258,143,0.9584996684682512
135,704,0.4634025808811351,425,0.4627767453090927,226,0.4621882979465718,512,0.4621882979465718,516,0.4598850885512599
136,739,0.9999999999999999,840,0.8366637865314179,361,0.8282417558537039,356,0.8278615575302737,48,0.8277505503533048
137,205,0.9442628763234245,612,0.9361621422184229,611,0.9361536419433185,68,0.9348606655375673,69,0.9348606655375673
138,839,0.8057022423246264,616,0.7778127744010904,835,0.7751858828478645,406,0.7714643127395397,351,0.7702975116609323
139,164,0.4936678433130616,201,0.4936678433130616,502,0.4931541736033102,679,0.4896562984502377,295,0.48372208853456955
140,425,0.9961169896110934,335,0.8874148856896771,516,0.8849670309391143,575,0.8843057082282706,840,0.87776473977339
141,364,0.9747845209131495,537,0.9671749309759178,611,0.9565158034591581,612,0.9563293828711632,522,0.955569792538813
142,675,0.7618483962340148,729,0.6398602860597472,697,0.6159721502354456,132,0.5893157084502394,309,0.5888538031071766
143,21,0.9997310608349036,202,0.9996049662230367,613,0.9742920148237244,842,0.973652233972847,134,0.9584996684682512
144,141,0.9409091859173396,537,0.9369891898743992,122,0.9307275732937753,670,0.9273263390104413,480,0.9227104886293485
145,506,0.9076955039565878,614,0.9076419794075045,6,0.905312956154974,350,0.8981284103060061,535,0.8932008875783657
146,251,0.7156737445816803,847,0.6888048237510945,189,0.6613600092778602,822,0.6613600092778602,535,0.6599494710519322
147,622,0.5092276423021789,162,0.4759971152619871,401,0.47387503787230895,465,0.4725996746323011,132,0.4724214336402241
148,832,0.5057996210043944,366,0.5011760567122646,615,0.4976027122928501,831,0.49239655237871194,338,0.4917559547438736
149,640,0.7896469096090096,5,0.7702643328444407,377,0.7696285838495982,623,0.7657591586584714,61,0.7632204539815767
150,841,0.4468365204413074,849,0.44213237876505335,816,0.4414593567208238,348,0.44031945125154826,228,0.4402338030604749
151,255,0.736608600112963,366,0.7361503248897281,233,0.7339251065327844,360,0.7314671967695148,357,0.7309998970152491
152,729,0.4478315437135681,697,0.42233180089824846,552,0.4217785943946361,63,0.4064897494252966,544,0.405834914521352
153,437,0.9739052592707761,337,0.9696922628015491,847,0.9629046263315313,374,0.9535561398732042,391,0.9529446609365242
154,402,0.7221233525521837,337,0.7210608193071285,66,0.7210504122087006,744,0.7141308144886278,153,0.7133329350161505
155,393,0.4308782052409632,586,0.4192181883927239,381,0.4146981098256823,580,0.4070457892053472,252,0.40555156149962096
156,233,0.8364318796892369,832,0.8340836317907415,338,0.8323660991978472,409,0.8323660991978472,838,0.8214250800420627
157,410,0.9372009106345626,161,0.9300143867884285,94,0.9250872362733689,398,0.9210847650248518,374,0.920432826139297
158,367,0.5805262129264392,469,0.5803397647732387,52,0.5802036196809702,362,0.5801097830117755,607,0.5768667961035174
159,88,1.0,159,1.0,214,1.0,775,1.0,787,0.6734612453567504
160,225,0.6026122713798566,85,0.5734304367419183,67,0.5698869055075412,59,0.5685140000370777,58,0.5600863278045707
161,157,0.9300143867884285,374,0.9246029664825398,743,0.9113448258348297,410,0.911327280353791,153,0.9072654706041443
162,107,0.8859522431292923,401,0.8804542039715678,399,0.8261134427778054,67,0.8214834455754721,70,0.8195224916286306
163,439,1.0,720,1.0,794,1.0,294,0.9967017235718204,831,0.9520865944529672
164,201,1.0,170,0.9134543635258563,364,0.909057377671343,611,0.8969339868620617,612,0.8968951768838881
165,60,0.6916411101371968,590,0.6860892234900587,607,0.6664909477819493,345,0.6645417117830463,437,0.6563930557178489
166,621,0.7318487756511545,437,0.7170658927575195,536,0.7073296488775179,350,0.7037362516913206,153,0.6975440043776411
167,714,0.5447031889723891,190,0.4938245146681906,119,0.49255026711072836,184,0.49255026711072836,200,0.49255026711072836
168,164,0.7473254382435132,201,0.7473254382435132,50,0.7400139392930535,141,0.7368540782807683,534,0.7359630137407133
169,366,0.6658014442738411,449,0.6650853565412143,357,0.6626220389554619,360,0.6625519489217319,849,0.6621460436180612
170,364,0.9733636557188752,611,0.955597450045092,612,0.9555137323680007,141,0.9493709039115272,522,0.9446203969177842
171,402,0.8766637417025629,66,0.8751027257645566,607,0.8674831354198562,744,0.861908956957034,516,0.860491406436893
172,58,0.810555687635421,68,0.8081451570455469,69,0.8081451570455469,404,0.8081451570455469,61,0.8019245123629498
173,551,1.0,647,1.0,751,1.0,374,0.9091388019556348,695,0.9085267739919163
174,612,0.8989493855233694,611,0.8988760714675992,364,0.8938738953846698,170,0.8883257243737744,394,0.8795796545197341
175,71,0.7935182338708523,40,0.7931331531935722,366,0.7930283121940221,391,0.7910597732115127,848,0.7910597732115127
176,705,0.3762409240958951,91,0.37138348993247833,386,0.36962224914040465,781,0.36962224914040465,643,0.3646990687170305
177,212,0.9999999999999998,263,0.9999999999999998,478,0.9999999999999998,403,0.9080895025900845,620,0.907256682480221
178,75,0.4834588564704582,185,0.4834588564704582,811,0.4799311611720602,448,0.4781276614106954,486,0.4781276614106954
179,59,0.5475757452091282,85,0.5467922111404616,847,0.53394727136254,153,0.5298446974703395,337,0.5294618877986386
180,107,0.6369648826908287,339,0.6332688216556751,609,0.631085091891975,64,0.6183742556509909,837,0.6175312017402687
181,595,1.0,831,0.8683093786837938,68,0.8678179561698871,69,0.8678179561698871,404,0.8678179561698871
182,5,0.8741156807865845,274,0.8688473413694257,615,0.8639968471142122,374,0.8637727010521925,33,0.8637072723359394
183,569,0.9999999999999999,99,0.5732168628681604,560,0.5730561584385885,536,0.5464467487015275,402,0.544533500669049
184,184,1.0000000000000002,200,1.0000000000000002,256,0.9990885973864456,283,0.9990885973864456,315,0.9990885973864456
185,185,1.0,769,0.917971880835951,338,0.9161482164221258,409,0.9161482164221258,434,0.909258659789464
186,831,0.7936336985440844,838,0.7861947053922747,744,0.784812927486642,71,0.7784047937084942,337,0.7738623176277458
187,733,1.0,506,0.5347950638348267,6,0.5345026416403365,614,0.5340613777978653,342,0.5098697789066402
188,192,0.4487504675309915,190,0.4058479504122824,820,0.4025398641887107,76,0.40227780726940027,503,0.40157010912113833
189,822,0.9999999999999999,744,0.938504063138202,627,0.9380088398503621,335,0.9286941175512958,402,0.9209137196407429
190,76,0.8348831104442457,503,0.8339033121621169,171,0.7694832030882743,607,0.753475474343573,402,0.7378325594183737
191,744,0.5277746932228048,335,0.5157485484195318,627,0.5087458165008611,66,0.508655120739783,402,0.507257978246117
192,607,0.7760686756152964,575,0.73765435213986,516,0.7370243788545376,503,0.7297299826552021,76,0.7288744407997183
193,344,0.6184062373811631,71,0.608176474749071,18,0.5986523637856556,299,0.5985371435568219,669,0.5973956497285349
194,517,1.0,163,0.6379611244012888,439,0.6379611244012888,720,0.6379611244012888,794,0.6379611244012888
195,835,0.8933633102322217,832,0.8813041129454736,410,0.8748505616085268,94,0.8644862015196428,616,0.8626688256947351
196,838,0.5006155767074307,105,0.49601934572154066,417,0.49601934572154066,335,0.49529380718078936,133,0.49399990640264685
197,698,0.4322938817912701,622,0.394589308587235,20,0.3933978962347216,590,0.388135498052585,60,0.3855403969298615
198,671,1.0000000000000002,364,0.6451696709677328,574,0.6385085344851008,841,0.6311963835693479,628,0.6303286161873416
199,205,0.9457649726392897,769,0.9429611387304552,831,0.9334542307453818,337,0.932248098584116,137,0.9309790322242891
200,184,1.0000000000000002,200,1.0000000000000002,256,0.9990885973864456,283,0.9990885973864456,315,0.9990885973864456
201,201,1.0,170,0.9134543635258563,364,0.909057377671343,611,0.8969339868620617,612,0.8968951768838881
202,143,0.9996049662230367,21,0.9992384547487162,613,0.9742632583706251,842,0.9736423593444292,134,0.9580165199221069
203,357,0.8931522965583988,360,0.892933100287964,252,0.8929278055140291,366,0.888426347372012,391,0.8838209295206251
204,744,0.7073520876879225,75,0.7028793098534867,185,0.7028793098534867,366,0.6957726910938343,840,0.6912761378865904
205,612,0.9508490567189152,611,0.9507385251548502,68,0.9485843065638011,69,0.9485843065638011,404,0.9485843065638011
206,503,0.7603421993032228,76,0.7597031381510523,74,0.7079764462383401,226,0.7057721535514071,512,0.7057721535514071
207,140,0.4014319725046934,425,0.4011989549129042,503,0.3927741244358554,76,0.3926841767515073,820,0.39104452126346834
208,402,0.5581917802713676,66,0.5581063895196728,350,0.5466378352618128,171,0.5439558192494597,335,0.5416857896021183
209,94,0.8391342058924118,68,0.8381831290199426,69,0.8381831290199426,404,0.8381831290199426,352,0.8366108894936055
210,728,0.6030226891555271,663,0.4923659639173309,461,0.48122650318578786,198,0.4769795275449143,671,0.4769795275449143
211,322,1.0000000000000002,96,0.9130605792771941,687,0.9130605792771941,575,0.912585042049475,516,0.9120129066539797
212,212,0.9999999999999998,263,0.9999999999999998,478,0.9999999999999998,403,0.9080895025900845,620,0.907256682480221
213,241,0.5,151,0.49321542506860677,566,0.489958440987385,448,0.47576134184865726,486,0.47576134184865726
214,88,1.0,159,1.0,214,1.0,775,1.0,787,0.6734612453567504
215,64,0.915040156705434,362,0.9045742969186585,52,0.9040409433263809,367,0.903898520485122,837,0.8981881833362689
216,452,0.9950701660063758,108,0.8067290427012168,62,0.8067140341509964,9,0.80097920519613,51,0.7913382183659413
217,631,0.7071067811865475,282,0.5773502691896258,422,0.5773502691896258,764,0.4588314677411235,331,0.44811071494822086
218,449,0.6684722578508357,338,0.6443382145248794,409,0.6443382145248794,708,0.6427498750321757,366,0.6405522200935859
219,811,0.7739039240219722,448,0.7730651538478618,486,0.7730651538478618,849,0.7692652998333616,255,0.7653344108146037
220,575,0.7615340221288461,516,0.7612155277430894,252,0.7571137997628413,350,0.7545480783912997,357,0.7543364754051496
221,358,0.9020115366336862,354,0.8995189913585476,362,0.8992226475465778,52,0.8989438953239808,367,0.8988463962765673
222,497,0.999018768340178,644,0.999018768340178,807,0.9919338077983434,11,0.9015758011018364,706,0.9012709911385239
223,338,0.6993200730016,409,0.6993200730016,382,0.6744207915755005,343,0.6691145604144656,361,0.6688020872463138
224,276,1.0,103,0.8568777047879849,170,0.7792958174466125,611,0.7454154359009977,612,0.7452068666763849
225,67,0.8415614175816601,354,0.8266541304545593,85,0.8204730503702462,362,0.8194669680323436,52,0.8192881053666926
226,512,0.9999999999999998,744,0.8791071654130016,74,0.8750746310739492,71,0.8724571921199077,335,0.870938484905487
227,535,0.7015817701327728,437,0.6958867619601998,153,0.695764384664987,536,0.6954687527653555,614,0.6927868783206724
228,308,0.9999999999999999,273,0.9898648297955716,838,0.90488844171501,831,0.8994093386676505,366,0.899317644591026
229,626,0.9202894172249566,406,0.919112803194201,839,0.9173033026152422,374,0.9158602311888612,9,0.9151485721045467
230,344,0.5509912173354556,690,0.5466687636874208,432,0.5331555333632843,503,0.5280734129377175,76,0.5277914545638803
231,402,0.7174856893959429,66,0.7164842933724358,744,0.6995500359195674,516,0.69827336348189,575,0.6979089711979864
232,401,0.5721513061030459,225,0.5699454474183483,361,0.5447816238507917,356,0.5441105161531119,609,0.541817937519771
233,366,0.9456465732358008,406,0.9395589301978376,549,0.9382139085470337,33,0.9372137023560977,350,0.9370701775391241
234,714,0.4492137751166001,708,0.43638377354629587,603,0.41997627201092813,760,0.41997627201092813,803,0.41997627201092813
235,90,0.5108411079591909,68,0.5091079183779027,69,0.5091079183779027,404,0.5091079183779027,832,0.5071876650719178
236,91,0.25782738701081453,503,0.2516311089904551,76,0.24875402457942017,342,0.23009995583889692,190,0.2280606221729907
237,410,0.8775009363905331,840,0.8766544443850903,776,0.8757444637771153,736,0.8747781564192392,374,0.8711945020973701
238,622,0.5556277753326616,125,0.512375471595635,344,0.5076960508229641,215,0.48303823344366015,544,0.477025486056271
239,612,0.9441464477270723,611,0.9440811220509951,535,0.9427532851799887,522,0.9335460153372838,170,0.9322561236247797
240,240,1.0,108,0.830655131387301,839,0.8204987306937368,62,0.8198796522917364,9,0.8193720872955604
241,387,0.6666666666666666,151,0.5710915448162815,445,0.5488212999484517,7,0.5388159060803247,326,0.5144957554275265
242,838,0.7338018919405584,74,0.7301852161203461,516,0.7287304172068023,575,0.7283106281363284,337,0.7278350691707929
243,323,0.5949017993346309,681,0.5944992340986446,709,0.5944992340986446,364,0.53880730117845,261,0.5340564323461949
244,448,0.7531594784253086,486,0.7531594784253086,811,0.752205808992309,708,0.7350306620120365,449,0.7338125355439937
245,285,0.19611613513818404,746,0.15811388300841897,148,0.10482848367219183,313,0.10259783520851541,475,0.10101525445522107
246,717,0.5366289362709976,151,0.5176379353370224,464,0.49889120367366613,241,0.4923659639173309,329,0.46391851189075345
247,831,0.7514776755665417,744,0.7507235109950103,59,0.7460976397969769,76,0.7458945441408695,503,0.7449336157552937
